Portfolio 2,10/1/2011,10/31/2011,11/30/2011,12/30/2011,1/29/2012,2/28/2012,3/29/2012,4/28/2012,5/23/2012,6/22/2012,7/22/2012,8/21/2012,9/20/2012,10/20/2012,11/19/2012,12/19/2012,1/18/2013,2/15/2013,3/17/2013,4/16/2013,5/16/2013,6/15/2013,7/15/2013,8/14/2013,9/13/2013,10/13/2013,11/12/2013,12/12/2013,1/11/2014,2/10/2014,3/12/2014,4/11/2014,5/11/2014,6/10/2014,7/10/2014,8/9/2014,9/8/2014,10/8/2014,11/7/2014,12/7/2014,1/6/2015,2/5/2015,3/7/2015,4/6/2015,5/6/2015,6/5/2015,7/5/2015,8/4/2015,9/3/2015,10/3/2015,11/2/2015,12/2/2015,12/30/2015,1/29/2016,2/28/2016,3/29/2016,4/28/2016,5/25/2016,6/24/2016,7/24/2016,8/23/2016,9/22/2016,10/22/2016,11/21/2016,12/21/2016,1/20/2017,2/17/2017,3/19/2017,4/18/2017,5/18/2017,6/17/2017,7/17/2017,8/16/2017,9/15/2017,10/15/2017,11/14/2017,12/14/2017,1/13/2018,2/12/2018,3/14/2018,4/13/2018,5/13/2018,6/12/2018,7/12/2018,8/11/2018,9/10/2018,10/10/2018,11/9/2018,12/9/2018,1/8/2019,2/7/2019,3/9/2019,4/8/2019,5/8/2019,6/7/2019,7/7/2019,8/6/2019,9/5/2019,10/5/2019,11/4/2019,12/4/2019,1/3/2020,2/2/2020,3/3/2020,4/2/2020,5/2/2020,6/1/2020,7/1/2020,7/31/2020,8/30/2020,9/29/2020,10/29/2020,11/28/2020,12/28/2020,1/27/2021,2/26/2021,3/28/2021,4/27/2021,5/27/2021,6/26/2021,7/26/2021,8/25/2021,9/24/2021
NLOK,-0.0708383,0.0806861,-0.0388007,-0.0428135,0.0881789,0.0522607,0.0267857,-0.1010870,-0.1676812,-0.0392287,-0.0719723,0.3415362,0.0505837,-0.0830688,0.0496249,0.0230896,0.1112305,0.0878803,0.0878828,-0.0146879,0.0062112,-0.0810700,0.0712047,0.1195652,-0.0634802,0.0039872,-0.0845909,-0.0321041,-0.0049305,-0.0590090,-0.0191479,-0.0234261,0.0624688,0.0014111,0.0723344,0.0639509,0.0024702,-0.0139630,0.0399833,0.0500601,-0.0526316,0.0454911,-0.0573739,-0.0265523,0.0465799,-0.0376905,-0.0550000,-0.0114638,-0.1101695,0.0240602,0.0132159,-0.0502415,0.0873340,-0.0681071,-0.0267137,-0.0476437,-0.0831974,-0.0469613,0.1843478,-0.0039158,0.1729730,0.0506912,-0.0071770,-0.0152610,-0.0110114,0.0989691,0.0904960,0.0687500,-0.0123457,-0.0217105,-0.0289173,0.0567867,-0.0727392,0.1745583,-0.0354994,-0.1235184,0.0231317,-0.0306087,-0.0635091,0.0486590,0.0054805,-0.2223837,0.0014019,0.0088661,-0.1299722,0.0574163,0.0005028,0.1180905,-0.0076404,-0.1132246,0.1521961,-0.0079787,0.0831099,-0.0816832,-0.1397125,0.3373368,-0.2010933,0.1471163,0.0000000,0.0119301,0.0686316,0.0177305,-0.3360434,0.1247813,-0.0425091,0.1423931,0.0289100,-0.0893597,0.0849772,0.0965035,-0.1130952,-0.0119847,-0.1154779,0.1530444,-0.0099905,-0.0624700,0.1132752,0.0349908,0.2299822,-0.0220615,-0.0502959,0.0397196,-0.0329588
TD,-0.1587695,0.1099971,-0.0579171,0.0549915,0.0323443,0.0463490,0.0472655,-0.0021267,-0.0878621,0.0094488,0.0111804,0.0511700,0.0269080,-0.0050024,-0.0442902,0.0523547,-0.0033325,-0.0089092,0.0029155,-0.0356105,0.0153228,-0.0039584,0.0183805,0.0314634,0.0286120,0.0298851,0.0250000,-0.0291812,0.0109915,-0.0244065,0.0593587,-0.0027909,0.0314316,0.0530161,0.0273538,-0.0019294,0.0121786,-0.0691367,0.0098482,-0.0664364,-0.0226333,-0.0378535,-0.0037028,0.0074332,0.0567212,-0.0462579,-0.0361473,-0.0484216,-0.0219506,0.0234634,0.0299028,-0.0033874,-0.0298873,-0.0444444,0.0216702,0.1042421,0.0377138,0.0047858,-0.0360626,0.0167059,0.0242999,0.0076819,0.0076233,0.0516244,0.0562844,0.0138221,0.0549035,-0.0735433,0.0026460,-0.0669915,0.0778938,0.0322971,-0.0103637,0.0938550,0.0251084,0.0084581,-0.0179976,0.0498221,-0.0406780,0.0335689,-0.0523077,0.0573593,-0.0076766,-0.0024067,0.0174048,0.0220190,-0.0382831,-0.0442874,-0.0636495,-0.0157905,0.0972412,0.0001783,0.0041006,-0.0113636,0.0183190,0.0426808,-0.0493911,-0.0268683,0.0117023,0.0450027,-0.0086475,-0.0144801,-0.0265534,-0.0767412,-0.2083908,0.0144315,0.0853569,-0.0042938,0.0049932,0.1260163,-0.0782190,-0.0400348,0.2178150,0.0429927,0.0169522,0.0593087,0.0856386,0.0398230,0.0550257,-0.0210014,-0.0639295,0.0335407,-0.0342144
EW,-0.0821256,0.1026316,-0.1241050,0.0699364,0.1078098,-0.0636015,-0.0057283,0.1382716,0.1373671,0.2171100,-0.0106320,-0.0083582,0.0385310,-0.1640580,-0.0173370,0.0818631,0.0280496,-0.0545335,-0.0590688,0.0457903,-0.1920904,0.0270979,-0.0434043,0.0791815,-0.0156636,0.0460637,-0.1505204,-0.0320452,0.1158715,-0.0253054,0.1020591,-0.0121852,0.1817434,-0.0640223,0.0921933,0.0721579,0.0469841,0.0782292,0.1507312,0.0762463,-0.0386013,0.0614077,-0.0066756,0.0443548,-0.1106821,0.0684998,0.0920993,0.0293510,-0.0791165,0.0859137,0.0542169,0.0339048,-0.0283401,-0.0125000,0.1123897,0.0217241,0.2065474,-0.0747430,-0.0387387,0.1093408,0.0996902,0.0317542,-0.0317697,-0.2378877,0.0252270,0.0446194,-0.0632634,0.0484788,0.0073342,0.1813865,0.0613612,-0.0229740,-0.0046512,-0.0179128,-0.0438805,-0.0309649,0.0870185,0.0503937,0.0569715,0.1111111,-0.0223404,0.0015234,0.0758366,-0.0090891,-0.0684876,0.0382932,-0.0147524,0.0921925,0.0569918,-0.0574393,0.1155888,0.0193833,0.0862576,-0.0569701,0.0339183,0.0159948,0.1391165,0.0575377,0.0009335,0.0448974,0.0462833,-0.0591031,-0.0505116,-0.0516983,-0.1136364,0.1194417,0.0766889,-0.0709573,0.1363768,0.0947583,-0.0877213,-0.0689567,0.1505966,0.0797473,-0.0633694,-0.0205092,-0.0080626,0.1664443,-0.0187207,0.0872284,0.0615130,0.0746625,0.0260639
HST,-0.1307692,0.4031465,-0.0084093,0.0438163,0.1056195,-0.0281690,0.0094518,0.0387016,-0.0800244,0.0239044,-0.0512322,0.0539986,0.0752270,-0.0669481,-0.0840336,0.0980946,0.0739075,0.0318510,0.0099010,0.0190311,0.0582909,-0.0818182,0.0506698,-0.0360310,0.0385279,-0.0071982,0.0290017,-0.0325203,0.0689076,-0.0382600,0.1040872,-0.0103653,0.0827930,0.0280977,0.0125448,-0.0384956,0.0473999,-0.0544815,0.0529740,0.0406002,-0.0025445,-0.0042517,-0.1276687,-0.0044053,-0.0437561,0.0061697,0.0505876,-0.0666342,-0.0849401,-0.0518223,0.0570571,-0.0681818,-0.0506024,-0.1211929,0.1054152,0.0751143,-0.0388821,0.0052390,0.0228013,0.1439490,0.0194878,-0.1092299,-0.0472103,0.0733591,0.1492806,-0.0438185,0.0043692,-0.0005438,0.0125136,-0.0311660,0.0593455,-0.0324607,-0.0135281,0.0010971,0.0630137,0.0293814,-0.0095143,0.0273003,-0.0442913,-0.0257467,0.0116279,0.0909091,0.0277778,-0.0135135,-0.0505432,0.0587065,-0.0700188,-0.0449722,-0.0417989,-0.0392049,0.0454023,0.0687191,-0.0025720,-0.0165034,-0.0382800,0.0000000,-0.0861505,-0.0023866,0.0047847,0.0196429,0.0245184,0.0279202,-0.0936807,-0.1333333,-0.3260409,0.1633508,0.1026103,-0.1110204,-0.0101010,0.0417440,-0.0445236,-0.0195713,0.3336502,0.0377762,-0.0659341,0.2198529,0.0198915,0.0608747,-0.0456825,-0.0105079,-0.0454277,-0.0006180,0.0488559
BAX,-0.0305851,0.0243484,-0.0605959,-0.0420527,0.1175595,0.0529294,0.0221309,-0.0689762,-0.0397959,-0.0017712,0.0691980,0.0600730,0.0375704,0.0159928,0.0727651,-0.0013843,0.0099806,0.0246265,0.0108021,0.0291210,0.0132399,-0.0156290,0.0275898,0.0108916,-0.0228013,-0.0738462,-0.0088594,0.0097765,0.0533887,-0.0257353,-0.0097035,0.0642352,0.0473146,-0.0217338,0.0409386,-0.0333333,0.0002481,-0.0141369,-0.0349686,0.0497914,-0.0407251,0.0036241,-0.0513283,0.0135943,0.0042918,-0.0566239,0.0770102,0.0596740,-0.0808732,-0.1012146,0.1342342,-0.0108552,0.0106242,-0.0381078,0.0795082,0.0447988,0.0721899,-0.0029796,0.0080460,0.0513113,0.0407809,0.0045852,0.0049793,-0.0284889,-0.0631109,0.0485371,0.0632884,0.0293585,0.0300840,0.0823061,0.0434554,0.0445004,-0.0135048,0.0423729,-0.0048468,0.0127258,0.0049643,0.0446125,-0.0394562,0.0350769,-0.0231867,0.0833841,0.0582865,-0.0075647,-0.0544263,0.0591147,-0.0494058,-0.1083017,0.0315060,0.0077886,0.0775875,0.0563915,0.0604366,-0.0372835,0.0116052,0.0515597,0.0224320,0.0539504,-0.0241156,-0.0927847,0.0591032,0.0372437,0.0490058,-0.0421452,-0.0429519,0.0614206,0.0357511,-0.0340746,-0.0106517,0.0079880,-0.0916504,-0.0127703,-0.0257428,0.0419351,-0.0156447,-0.0042297,0.1073497,0.0084854,-0.0570539,-0.0019558,-0.0107777,-0.0862944,0.0955285
ANTM,-0.0185827,0.1055841,0.0239478,-0.0609497,-0.0274717,0.0172280,0.0927678,-0.0530578,-0.0492988,0.0394874,-0.1139622,-0.0734509,0.0295093,0.0690299,-0.1124861,0.0720415,0.0463565,0.0137429,0.0295056,0.0869094,0.0952109,0.0251171,0.0877238,0.0110878,0.0283966,-0.0047143,-0.0131950,0.0136000,0.0242417,-0.0686922,0.1066194,0.0152745,0.1258285,-0.0122418,0.0478713,-0.0304261,0.1000093,0.0145602,0.0358782,0.0176400,-0.0110812,0.0983672,0.0693726,0.0591482,0.0284372,0.0185799,-0.0074929,-0.0563119,-0.0626230,-0.0006995,-0.0209310,-0.0496210,0.0811474,-0.0742764,0.0015327,0.0733798,0.0265184,-0.1035663,-0.0349725,0.1076120,-0.0775825,-0.0054213,-0.0306027,0.1033818,0.0554747,0.0389709,0.0885070,0.0458034,-0.0072797,0.0620304,0.0908371,-0.0033724,0.0065594,-0.0349625,-0.0151669,0.1887788,0.0396887,0.0644153,-0.0371458,-0.0160674,-0.0306073,0.0463472,-0.0027119,0.0815780,0.0493256,-0.0013311,0.0383107,0.0528516,-0.0362294,-0.0983156,0.2348673,-0.0392144,-0.0218603,-0.0858377,0.0509352,0.0237659,0.0221254,-0.1368197,-0.0405621,0.1273285,0.0576329,0.0330573,-0.1025667,-0.0377210,-0.1754817,0.2819906,0.0702214,-0.0736131,0.0190561,0.0281958,-0.0771881,0.0518496,0.1400132,0.0043978,-0.0726134,0.0448702,0.2182790,0.0202778,0.0556705,-0.0425799,-0.0063009,-0.0140555,0.0218393
GS,-0.1968616,0.2161412,-0.1249658,-0.0566451,0.2134247,0.0672560,0.0567842,-0.0695701,-0.1272483,-0.0399877,-0.0050198,0.1305281,0.1168819,0.0436963,-0.0364095,0.0756551,0.1351670,0.0985187,-0.0196142,-0.0516617,0.0719639,0.0624069,-0.0067638,0.0020859,0.0040407,-0.0276829,0.0215101,0.0333968,0.0448524,-0.0846031,0.0541615,-0.1001650,0.0447224,0.0426825,-0.0176725,0.0553176,0.0443581,0.0362556,0.0218067,0.0309895,-0.0614892,-0.0203761,0.0396083,0.0219231,0.0218693,0.0723567,-0.0114517,-0.0137954,-0.0980163,-0.0235599,0.0496956,0.0030578,-0.0421535,-0.1123565,-0.0744615,0.0367819,0.0597304,-0.0232600,-0.1202481,0.1314676,0.0347019,0.0116811,0.0422569,0.2053449,0.1438317,-0.0382704,0.0686756,-0.0329100,-0.1096473,-0.0019945,0.0509853,0.0138416,-0.0159208,-0.0017286,0.0763254,-0.0213275,0.0768842,0.0116643,-0.0205061,0.0445173,-0.0321824,-0.0469287,-0.0462466,-0.0232558,-0.0015844,0.0222604,-0.0733905,0.0361115,-0.1968111,-0.0193480,0.1009295,0.0150205,0.0335255,-0.0078503,-0.0554367,0.0839787,0.0012637,0.0050483,-0.0321178,0.0971557,-0.0178742,0.0724275,0.0320839,-0.1488641,-0.2629897,0.1740812,0.1357723,-0.0118041,0.0019740,0.0349060,-0.0394396,-0.0348087,0.2139623,0.1258132,0.0529296,0.1688435,0.0195630,0.0641636,0.0713729,-0.0071627,0.0195004,0.0990157,-0.0539069
STT,-0.1270115,0.3294931,-0.0183214,0.0166456,-0.0367155,0.0821530,0.0723465,0.0257435,-0.0702266,0.0596042,-0.0954225,0.0536254,0.0377539,0.0294727,0.0129725,0.0267167,0.1475269,0.1482447,0.0361635,-0.0168606,0.0943234,0.0476414,0.0359013,0.0001444,-0.0174704,-0.0114622,0.0390962,0.0044349,0.0387409,-0.0654052,-0.0293427,-0.0362757,0.0329360,0.0167021,0.0110514,0.0384047,0.0339972,-0.0104554,0.0817461,0.0245470,-0.0610888,-0.0021376,-0.0149953,0.0146799,0.0450100,0.0065376,-0.0241977,0.0199687,-0.0857326,-0.0389083,0.0240280,0.0290102,-0.0828052,-0.1628361,-0.0170465,0.0677254,0.0738588,0.0369647,-0.1364636,0.0509183,0.1995155,0.0248125,0.0054899,0.1002380,0.0034356,0.0019021,0.0064878,-0.0360729,-0.0006430,0.0280530,0.1205407,0.0339589,0.0051858,0.0107481,0.0478520,-0.0733712,0.0729383,0.0816577,-0.0395395,0.0393005,-0.0565324,0.0251503,-0.0282475,-0.0659827,-0.1077967,0.0512975,-0.0485649,-0.1281525,-0.1137716,0.0193659,0.0687912,-0.0153383,0.0066968,-0.0673897,-0.1220344,-0.0275521,-0.0283327,-0.0192523,0.0726129,0.2590618,0.0523568,0.0670511,-0.0437351,-0.1345775,-0.2039484,0.1140786,0.0676370,-0.0035285,0.0267182,0.0674087,-0.1204288,-0.0182000,0.1986395,0.0232690,-0.0274542,0.0374964,0.1725986,-0.0362124,0.0577578,-0.0562134,0.0494519,0.0677809,-0.0680435
AA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.4614286,-0.0084718,0.1718699,0.0402183,-0.0361779,-0.0899713,0.0050378,-0.0322682,0.1783749,0.0777473,0.1381596,0.0804031,-0.1320481,0.0114641,0.3279811,-0.1705192,-0.0017149,0.1801589,-0.0478530,-0.0580929,-0.0383445,-0.0622363,-0.0548931,-0.1416329,-0.0471436,-0.1757858,-0.0024718,-0.0339823,0.0084280,0.0777616,-0.1675657,-0.1316322,0.0401119,-0.1080717,-0.0135747,-0.0188583,0.1901299,-0.1374945,0.0880567,-0.3376744,-0.0912921,-0.5301391,0.2828947,0.2166667,0.1538462,0.1872146,0.1246154,-0.2017784,0.0925450,0.5607843,0.1175879,-0.1609712,0.3156484,0.3050916,0.1470037,0.0614966,-0.0748526,0.0795234,0.0795688,0.1528768
BK,-0.1410567,0.2009029,-0.0855263,0.0231244,0.0055249,0.1158841,0.0640107,-0.0050484,-0.1013662,0.0397254,-0.0316038,0.1105699,0.0153509,0.0647948,-0.0259635,0.0774677,0.0255122,0.0748848,0.0132190,-0.0211566,0.0756484,-0.0164099,0.0449438,0.0000000,0.0136852,0.0022501,0.0442591,0.0085995,0.0200974,-0.0594030,0.0568074,-0.0054054,0.0501208,0.0201265,0.0631342,0.0190880,0.0260146,-0.0223124,0.0090768,0.0598818,-0.0717750,-0.0143678,0.0545985,0.0175924,0.0605088,0.0097811,-0.0417435,0.0563177,-0.1050353,0.0221487,0.0523039,0.0293491,-0.0583942,-0.1225775,-0.0229155,0.0446454,0.0992697,0.0378657,-0.0999763,0.0279021,0.0307298,0.0024845,0.0758364,0.0923750,0.0027415,-0.0628812,0.0196842,0.0014849,-0.0067782,-0.0147153,0.0883117,0.0610581,-0.0088097,-0.0249622,0.0610939,-0.0522756,0.0418515,0.0651611,-0.0509211,0.0047610,-0.0601422,0.1111111,0.0064572,-0.0723080,-0.0628037,0.0376945,-0.0251778,-0.0437697,-0.0193814,0.0012616,0.0942881,-0.0053732,-0.0111904,-0.0624390,-0.0759625,-0.0308559,0.0562398,-0.0578658,-0.0135451,0.1534091,0.0012315,0.0305453,-0.1006565,-0.1411192,-0.1336595,0.0564804,0.0607766,-0.0029178,-0.0462889,0.0315202,-0.0840995,0.0132861,0.1398601,0.0593047,-0.0390927,0.0587644,0.1271347,0.0216751,0.0731205,-0.0238004,-0.0119937,0.1058706,-0.0723412
PLD,-0.1746900,0.3150685,-0.0651882,0.0276779,0.1052816,0.0629747,0.0512057,0.0127443,-0.0507463,-0.0081761,-0.0034876,0.0712695,0.0487080,-0.0042481,-0.0517634,0.0689862,0.1083053,0.0101430,-0.0074665,0.0741894,0.0594059,-0.1233189,0.0210608,-0.0585689,0.0000000,0.0540979,-0.0102643,-0.0518538,0.0049221,0.0976871,0.0071889,-0.0142752,0.0339576,-0.0065202,0.0021877,-0.0215862,0.0275161,-0.0805790,0.0865914,0.0335668,0.0175234,0.0514351,-0.0945621,0.0701881,-0.1072797,0.0093411,-0.0522761,0.0675640,-0.0652658,0.0722031,0.0774544,-0.0304487,0.0114620,-0.0871878,-0.0255891,0.1398856,0.0412865,0.0283905,0.0222977,0.1007478,0.0156633,0.0105909,-0.0290495,-0.0738496,0.0611327,0.0129094,-0.0503311,0.0263001,0.0592118,0.0038490,0.0697462,-0.0011947,0.0637389,0.0473896,-0.0030675,0.0336923,-0.0190505,-0.0571992,-0.0320245,0.0510391,-0.0151851,0.0473819,0.0046005,0.0024424,-0.0188823,0.0327487,-0.0147280,0.0306589,-0.0241231,-0.0764331,0.1564860,0.0079512,0.0267643,0.0205790,0.0510821,0.0526922,-0.0286721,0.0580363,0.0138314,0.0234375,0.0379401,-0.0187706,0.0277436,-0.0269947,-0.1552746,0.1538869,0.0754046,0.0154749,0.1079348,-0.0337697,-0.0220891,0.0057223,-0.0012977,-0.0182909,0.0515170,-0.0407630,0.0777228,0.0756767,0.0175011,0.0407325,0.0522940,0.0199250,-0.0201486
ACN,-0.0241966,0.1673770,-0.0386658,-0.0811324,0.0719519,0.0473186,0.0793173,0.0069767,-0.0650484,-0.0232479,0.0033009,0.0559307,0.0690390,0.0404970,-0.0113519,0.0498061,-0.0041193,0.0610960,0.0357335,0.0088530,0.0402633,0.0228260,-0.0751971,-0.0622951,0.0419580,-0.0246980,0.0500963,-0.0290957,0.0942225,-0.0134468,0.0347630,-0.0683988,0.0272409,0.0561940,-0.0462697,-0.0101542,0.0350811,-0.0231249,0.0455912,0.0178486,0.0204778,0.0202975,0.0262236,0.0539707,-0.0281116,0.0258065,0.0203354,0.0624615,-0.0755173,0.0628595,0.0588467,-0.0000929,-0.0126842,-0.0030229,-0.0500284,0.1496110,-0.0080687,0.0390009,-0.0598903,0.0145357,0.0213142,-0.0157603,0.0188281,0.0335060,-0.0148730,-0.0240034,0.0455369,0.0260662,-0.0655197,0.0357880,0.0612126,-0.0105659,0.0285556,0.0409136,0.0276321,0.0422029,0.0431153,0.0446399,-0.0190555,0.0390449,-0.0675155,0.0362353,0.0467314,0.0318718,-0.0464203,0.0581664,-0.0460631,0.0210832,-0.0449894,-0.0797616,0.0691746,0.0564506,0.0913139,-0.0284501,0.0523530,0.0404002,-0.0078819,0.0565648,-0.0635621,0.0052995,0.0627263,0.0512075,-0.0095329,-0.1230991,-0.1424103,0.1488449,0.1328469,0.0551185,0.0474859,0.0673992,-0.0660609,-0.0340950,0.1508501,0.0425148,-0.0522951,0.0195043,0.1141491,0.0383129,-0.0351421,0.0494555,0.0853351,0.0453320,0.0173644
